Latitude,Longitude,Elevation,Grade(%)
35.99162,100.20526,3103.8,1.284516184
35.9913,100.20435,3106.4,1.297921753
35.9909899,100.20345,3107.3,1.311191907
35.99068,100.20254,3107.4,1.324135441
35.99037,100.20163,3108.7,1.336543222
35.99006,100.20072,3110.7,1.348188147
35.98975,100.19981,3111.1,1.358825207
35.98944,100.1989,3111.4,1.36819164
35.98913,100.19799,3112.3,1.376007189
35.98888,100.19698,3113.2,1.381974438
35.98863,100.19598,3113.5,1.385779238
35.98838,100.19497,3116,1.387091206
35.98813,100.1939699,3117.2,1.38556429
35.9878799,100.19296,3118.3,1.380837401
35.98763,100.19195,3119.5,1.372535085
35.98738,100.19095,3122.7,1.360268247
35.98713,100.18994,3122.5,1.343634899
35.98688,100.18894,3122.5,1.322220941
35.98663,100.18793,3124.5,1.295600948
35.98634,100.18694,3124,1.263338966
35.98605,100.18595,3125.6,1.200916728
35.98568,100.18495,3127,1.122707955
35.98547,100.1844,3127,1.032147039
35.98525,100.18384,3126.9,0.93843813
35.98487,100.18291,3127.6,0.842387095
35.98449,100.18197,3131,0.740723443
35.98411,100.18104,3135.3,0.628392033
35.98372,100.18011,3137.8,0.5130003
35.98334,100.17917,3136,0.387985632
35.98296,100.17824,3134.4,0.259259585
35.98257,100.17731,3133,0.139928614
35.98219,100.17637,3132,0.037439274
35.98181,100.17544,3128.3,-0.061520213
35.98143,100.17451,3123.9,-0.150823785
35.98104,100.17357,3120.4,-0.235664698
35.98066,100.17264,3117.4,-0.306457858
35.98028,100.17171,3116.6,-0.373341318
35.9799,100.1707799,3115.6,-0.431721467
35.97951,100.1698399,3113.1,-0.472456272
35.97917,100.169,3111.2,-0.508090953
35.97884,100.16815,3112.7,-0.525354804
35.9784999,100.1673,3114.9,-0.525045075
35.97816,100.16646,3115.9,-0.514409692
35.97782,100.16561,3114.5,-0.493249888
35.97748,100.16477,3114,-0.451793739
35.97722,100.16414,3115,-0.376508592
35.97696,100.16351,3116.2,-0.259783158
35.97657,100.1627,3116.6,-0.11308421
35.97618,100.1619,3119.5,0.037010843
35.97579,100.1611,3122.1,0.201673392
35.97545,100.16046,3121.8,0.376682737
35.97511,100.15983,3121.7,0.562305833
35.97477,100.1592,3123.1,0.741466156
35.97424,100.15831,3123.9,0.914627024
35.9737,100.15742,3126.5,1.078231746
35.97317,100.15653,3129.8,1.230132929
35.97264,100.15564,3132.8,1.36974023
35.97211,100.15475,3135.2,1.499639351
35.97157,100.15386,3137.8,1.611916424
35.97104,100.15297,3141.3,1.71773389
35.97051,100.15208,3144.1,1.824170722
35.96998,100.15119,3147.2,1.920709655
35.96944,100.1503,3151.1,2.002821814
35.96891,100.14941,3155.1,2.045358371
35.96838,100.14852,3157.7,2.070142333
35.96806,100.14795,3159,2.102274089
35.96775,100.1473199,3159.8,2.129403505
35.96744,100.14659,3161.4,2.142749224
35.9672,100.14586,3164.5,2.161407052
35.96702,100.1452599,3165.3,2.164807744
35.96691,100.14475,3166.2,2.149995759
35.9668,100.14407,3167.2,2.117001653
35.96665,100.14301,3169.4,2.069839293
35.9665,100.14194,3169.6,2.007384016
35.96636,100.14088,3170.3,1.935616599
35.9662099,100.13982,3170.9,1.837920722
35.96606,100.13875,3173.4,1.741613158
35.96591,100.13792,3174.5,1.652399767
35.96566,100.137,3175.6,1.559600456
35.96543,100.13625,3173.8,1.474707336
35.96514,100.13552,3172.6,1.401775664
35.9647999,100.13482,3173.8,1.343899431
35.96432,100.13408,3175.3,1.301408347
35.96379,100.13341,3180.4,1.263355858
35.96345,100.13304,3181.5,1.239941546
35.96311,100.13266,3180.1,1.234304223
35.96243,100.13203,3179.9,1.251191989
35.96177,100.13158,3180.1,1.27793908
35.96112,100.13118,3178.4,1.314978927
35.96034,100.13085,3181.1,1.360095496
35.95957,100.1305299,3181.6,1.403575266
35.9587999,100.13021,3182.1,1.436735335
35.95803,100.12988,3183.8,1.456220399
35.95725,100.12956,3184.9,1.459531506
35.95648,100.12924,3186.5,1.448818168
35.95571,100.1289199,3194,1.406839277
35.95496,100.1286,3196.4,1.356542905
35.95421,100.12828,3197.1,1.312724492
35.95346,100.12796,3200.6,1.271912248
35.95272,100.12764,3202.9,1.213608077
35.95197,100.12732,3203.8,1.163516541
35.95122,100.127,3204,1.140001587
35.95073,100.12678,3204.4,1.127288207
35.95024,100.12655,3206.8,1.123379184
35.94944,100.12612,3207.3,1.127479242
35.94871,100.1256499,3205.9,1.109807858
35.9482799,100.12535,3203,1.068495164
35.94786,100.12505,3201.5,1.003262
35.94722,100.12455,3200.5,0.91421559
35.94684,100.12419,3198.2,0.820059325
35.94647,100.12383,3197,0.716407603
35.94608,100.12342,3196.7,0.613022986
35.94568,100.12302,3197.6,0.505625705
35.94535,100.12264,3198,0.398303523
35.94502,100.12226,3198.6,0.289104429
35.94465,100.1217999,3202.6,0.215206576
35.94429,100.12133,3205.5,0.150683333
35.9438699,100.1206799,3206.2,0.088887768
35.94344,100.12003,3207.5,0.052086572
35.94302,100.11938,3210,0.030982052
35.94273,100.11878,3208,0.023901426
35.94245,100.11818,3203.8,0.020095677
35.94206,100.11724,3199.5,0.027295658
35.94167,100.11631,3199.6,0.080416935
35.94133,100.11529,3196.2,0.159065006
35.94105,100.11427,3194.7,0.241499899
35.94082,100.1133399,3196,0.324638443
35.9406,100.11233,3198.8,0.409784742
35.94039,100.11132,3200,0.488260945
35.94017,100.11032,3202.1,0.542626916
35.93996,100.1093099,3203.8,0.581031398
35.93974,100.1083,3203.3,0.600634454
35.93953,100.10729,3205.3,0.61928439
35.93931,100.10628,3206.2,0.634733146
35.9391,100.10527,3208.6,0.642173478
35.93888,100.10426,3209.2,0.673753291
35.93867,100.10325,3211.6,0.742265381
35.93845,100.10224,3214.5,0.816877302
35.93824,100.10123,3215.6,0.891841095
35.93802,100.1002199,3218.2,0.97008124
35.93781,100.09921,3220.1,1.017269101
35.93759,100.0982,3224.3,1.025320426
35.93737,100.09717,3227.8,1.004218137
35.93714,100.09613,3225.9,0.973598072
35.93691,100.09509,3224.5,0.930396456
35.93668,100.09406,3225.7,0.878738891
35.9364599,100.09302,3222.7,0.828178727
35.93623,100.09198,3219.8,0.774355584
35.936,100.09095,3219.5,0.711478532
35.93577,100.08991,3219.9,0.652078133
35.93555,100.08887,3219.7,0.59870243
35.93532,100.08784,3221.9,0.532590713
35.93509,100.0868,3222.1,0.466271526
35.93486,100.0857599,3222.1,0.392443019
35.93464,100.0847299,3223.9,0.322717548
35.93441,100.08369,3224,0.258390994
35.93418,100.08265,3218.9,0.218011073
35.93395,100.08162,3216.5,0.197456669
35.93373,100.08056,3216,0.174059111
35.9335,100.07951,3216.9,0.164964503
35.93327,100.07846,3220.8,0.195102367
35.93304,100.07741,3223.6,0.274307074
35.93282,100.0763599,3226,0.392304302
35.93259,100.07531,3228.3,0.531472682
35.93236,100.07425,3227.6,0.683669436
35.93213,100.0732,3226.8,0.85452563
35.93191,100.0721499,3226.1,1.028924384
35.93168,100.0711,3228.3,1.190621394
35.93145,100.07005,3231.2,1.355055684
35.93122,100.069,3232.6,1.524406582
